DistInstID,DistNm,SchlInstID,SchlNm,CntyNm
2098,Linn Benton Lincoln ESD,42,Childrens Farm Home,Linn
2098,Linn Benton Lincoln ESD,1271,Old Mill Center for Children & Families,Linn
2104,Santiam Canyon SD 129J,681,Santiam Elementary School,Linn
2104,Santiam Canyon SD 129J,683,Santiam Junior/Senior High School,Linn
2103,Scio SD 95,676,Centennial Elementary School,Linn
2103,Scio SD 95,2994,Lourdes School,Linn
2103,Scio SD 95,4399,Oregon Connections Academy,Linn
2103,Scio SD 95,678,Scio High School,Linn
2103,Scio SD 95,677,Scio Middle School,Linn
2102,Sweet Home SD 55,662,Foster Elementary School,Linn
2102,Sweet Home SD 55,663,Hawthorne Elementary School,Linn
2102,Sweet Home SD 55,664,Holley Elementary School,Linn
2102,Sweet Home SD 55,666,Oak Heights Elementary School,Linn
2102,Sweet Home SD 55,4484,Sweet Home Charter School,Linn
2102,Sweet Home SD 55,669,Sweet Home High School,Linn
2102,Sweet Home SD 55,668,Sweet Home Junior High School,Linn
2113,Adrian SD 61,707,Adrian Elementary School,Malheur
2113,Adrian SD 61,708,Adrian High School,Malheur
2111,Annex SD 29,705,Annex Charter School,Malheur
2115,Arock SD 81,711,W W Jones Elementary School,Malheur
2114,Harper SD 66,3362,Harper Charter School,Malheur
2107,Jordan Valley SD 3,691,Jordan Valley Elementary School,Malheur
2107,Jordan Valley SD 3,712,Jordan Valley High School,Malheur
2107,Jordan Valley SD 3,3132,Rockville Elementary School,Malheur
2109,Juntura SD 12,700,Juntura Elementary School,Malheur
2110,Nyssa SD 26,702,Nyssa Elementary School,Malheur
2110,Nyssa SD 26,704,Nyssa High School,Malheur
2110,Nyssa SD 26,703,Nyssa Middle School,Malheur
2108,Ontario SD 8C,694,Aiken Elementary School,Malheur
2108,Ontario SD 8C,692,Alameda Elementary School,Malheur
2108,Ontario SD 8C,693,Cairo Elementary School,Malheur
2108,Ontario SD 8C,696,May Roberts Elementary School,Malheur
2108,Ontario SD 8C,699,Ontario High School,Malheur
2108,Ontario SD 8C,698,Ontario Middle School,Malheur
2108,Ontario SD 8C,697,Pioneer Elementary School,Malheur
2116,Vale SD 84,701,Vale Elementary School,Malheur
2116,Vale SD 84,713,Vale High School,Malheur
2116,Vale SD 84,1357,Vale Middle School,Malheur
2116,Vale SD 84,706,Willowcreek Elementary School,Malheur
2139,Cascade SD 5,719,Aumsville Elementary School,Marion
2139,Cascade SD 5,810,Cascade Junior High School,Marion
2139,Cascade SD 5,811,Cascade Senior High School,Marion
2139,Cascade SD 5,806,Cloverdale Elementary School,Marion
2139,Cascade SD 5,790,Turner Elementary School,Marion
2137,Gervais SD 1,782,Eldriedge Elementary School,Marion
2137,Gervais SD 1,776,Gervais Elementary School,Marion
2137,Gervais SD 1,808,Gervais High School,Marion
2137,Gervais SD 1,786,Gervais Middle School,Marion
2137,Gervais SD 1,4024,Samuel Brown Academy,Marion
2140,Jefferson SD 14J,721,Jefferson Elementary School,Marion
2140,Jefferson SD 14J,723,Jefferson High School,Marion
2140,Jefferson SD 14J,722,Jefferson Middle School,Marion
2145,Mt Angel SD 91,794,John F Kennedy High School,Marion
2145,Mt Angel SD 91,792,Mt Angel Middle School,Marion
2145,Mt Angel SD 91,793,St Marys Public School,Marion
2141,North Marion SD 15,726,North Marion High School,Marion
2141,North Marion SD 15,724,North Marion Intermediate School,Marion
2141,North Marion SD 15,725,North Marion Middle School,Marion
2141,North Marion SD 15,3146,North Marion Primary School,Marion
2143,North Santiam SD 29J,656,Mari-Linn Elementary School,Marion
2143,North Santiam SD 29J,788,Stayton Elementary School,Marion
2143,North Santiam SD 29J,809,Stayton High School,Marion
2143,North Santiam SD 29J,789,Stayton Middle School,Marion
2143,North Santiam SD 29J,717,Sublimity Elementary School,Marion
3476,ODE JDEP District,2831,COIC Skill Lab,Marion
3476,ODE JDEP District,2848,Donald E Long School,Marion
3476,ODE JDEP District,2836,Jackson County Juvenile,Marion
3476,ODE JDEP District,2839,Klamath County Juvenile,Marion
3476,ODE JDEP District,2841,Lane County Dept of Youth,Marion
3476,ODE JDEP District,2842,Lincoln County Juvenile,Marion
3476,ODE JDEP District,2843,Linn County Juvenile Detention,Marion
3476,ODE JDEP District,2846,Marion County Juvenile Detention,Marion
3476,ODE JDEP District,2832,Mt Nebo Alt Ed,Marion
3476,ODE JDEP District,3129,NORCOR Education Detention Center,Marion
3476,ODE JDEP District,2858,Yamhill County Juvenile,Marion
3476,ODE JDEP District,2826,Youngs Bay Education Center,Marion
3477,ODE YCEP District,2258,Monroe School,Marion
3477,ODE YCEP District,2260,Newbridge High School,Marion
3477,ODE YCEP District,2387,Ocean Dunes High School,Marion
3477,ODE YCEP District,2386,RiverBend High School,Marion
3477,ODE YCEP District,1827,Robert S Farrell High School,Marion
3477,ODE YCEP District,2385,South Jetty High School,Marion
3477,ODE YCEP District,4609,Three Lakes High School,Marion
3477,ODE YCEP District,4588,Trask River High School,Marion
3477,ODE YCEP District,1828,William P Lord High School,Marion
2336,Oregon Department of Education,4850,Eagle Charter School,Marion
2336,Oregon Department of Education,4040,Four Rivers Community School,Marion
2336,Oregon Department of Education,1832,Oregon School for the Deaf,Marion
2336,Oregon Department of Education,4604,Southwest Charter School,Marion
2336,Oregon Department of Education,4720,The Ivy School,Marion
2142,Salem-Keizer SD 24J,728,Auburn Elementary School,Marion
2142,Salem-Keizer SD 24J,5066,Battle Creek Elementary School,Marion
2142,Salem-Keizer SD 24J,731,Brush College Elementary School,Marion
2142,Salem-Keizer SD 24J,732,Bush Elementary School,Marion
2142,Salem-Keizer SD 24J,733,Candalaria Elementary School,Marion
2142,Salem-Keizer SD 24J,3582,Catholic Community Services,Marion
2142,Salem-Keizer SD 24J,5064,Cesar E Chavez Elem,Marion
2142,Salem-Keizer SD 24J,1244,Chapman Hill Elementary School,Marion
2142,Salem-Keizer SD 24J,3373,Claggett Creek Middle School,Marion
2142,Salem-Keizer SD 24J,734,Clear Lake Elementary School,Marion
2142,Salem-Keizer SD 24J,1329,Crossler Middle School,Marion
2142,Salem-Keizer SD 24J,735,Cummings Elementary School,Marion
2142,Salem-Keizer SD 24J,4589,Early College High School,Marion
2142,Salem-Keizer SD 24J,736,Englewood Elementary School,Marion
2142,Salem-Keizer SD 24J,751,Eyre Elementary School,Marion
2142,Salem-Keizer SD 24J,3529,Forest Ridge Elementary School,Marion
2142,Salem-Keizer SD 24J,738,Four Corners Elementary School,Marion
2142,Salem-Keizer SD 24J,740,Grant Community School,Marion
2142,Salem-Keizer SD 24J,745,Gubser Elementary School,Marion
2142,Salem-Keizer SD 24J,3377,Hallman Elementary School,Marion
2142,Salem-Keizer SD 24J,3376,Hammond Elementary School,Marion
2142,Salem-Keizer SD 24J,4068,Harritt Elementary School,Marion
2142,Salem-Keizer SD 24J,755,Hayesville Elementary School,Marion
2142,Salem-Keizer SD 24J,743,Highland Elementary School,Marion
2142,Salem-Keizer SD 24J,744,Hoover Elementary School,Marion
2142,Salem-Keizer SD 24J,1330,Houck Middle School,Marion
2142,Salem-Keizer SD 24J,1358,Howard Street Charter,Marion
2142,Salem-Keizer SD 24J,4210,Jane Goodall Environmental Middle Charter School,Marion
2142,Salem-Keizer SD 24J,765,Judson Middle School,Marion
2142,Salem-Keizer SD 24J,4858,Kalapuya Elementary School,Marion
2142,Salem-Keizer SD 24J,747,Keizer Elementary School,Marion
2142,Salem-Keizer SD 24J,746,Kennedy Elementary School,Marion
2142,Salem-Keizer SD 24J,3375,Lamb Elementary School,Marion
2142,Salem-Keizer SD 24J,3526,Lee Elementary School,Marion
2142,Salem-Keizer SD 24J,766,Leslie Middle School,Marion
2142,Salem-Keizer SD 24J,749,Liberty Elementary School,Marion
2142,Salem-Keizer SD 24J,771,McKay High School,Marion
2142,Salem-Keizer SD 24J,750,McKinley Elementary School,Marion
2142,Salem-Keizer SD 24J,772,McNary High School,Marion
2142,Salem-Keizer SD 24J,3215,Miller Elementary School,Marion
2142,Salem-Keizer SD 24J,753,Morningside Elementary School,Marion
2142,Salem-Keizer SD 24J,754,Myers Elementary School,Marion
2142,Salem-Keizer SD 24J,773,North Salem High School,Marion
2142,Salem-Keizer SD 24J,3528,Optimum Learning Environment Charter School,Marion
2142,Salem-Keizer SD 24J,767,Parrish Middle School,Marion
2142,Salem-Keizer SD 24J,756,Pringle Elementary School,Marion
2142,Salem-Keizer SD 24J,757,Richmond Elementary School,Marion
2142,Salem-Keizer SD 24J,4596,Roberts High School,Marion
2142,Salem-Keizer SD 24J,759,Salem Heights Elementary School,Marion
2142,Salem-Keizer SD 24J,760,Schirle Elementary School,Marion
2142,Salem-Keizer SD 24J,741,Scott Elementary School,Marion
2142,Salem-Keizer SD 24J,775,South Salem High School,Marion
2142,Salem-Keizer SD 24J,774,Sprague High School,Marion
2142,Salem-Keizer SD 24J,1331,Stephens Middle School,Marion
2142,Salem-Keizer SD 24J,4859,Straub Middle School,Marion
2142,Salem-Keizer SD 24J,761,Sumpter Elementary School,Marion
2142,Salem-Keizer SD 24J,762,Swegle Elementary School,Marion
2142,Salem-Keizer SD 24J,4390,Valley Inquiry Charter School,Marion
2142,Salem-Keizer SD 24J,768,Waldo Middle School,Marion
2142,Salem-Keizer SD 24J,769,Walker Middle School,Marion
2142,Salem-Keizer SD 24J,763,Washington Elementary School,Marion
2142,Salem-Keizer SD 24J,3374,Weddle Elementary School,Marion
2142,Salem-Keizer SD 24J,3463,West Salem High School,Marion
2142,Salem-Keizer SD 24J,770,Whiteaker Middle School,Marion
2142,Salem-Keizer SD 24J,737,Wright Elementary School,Marion
2142,Salem-Keizer SD 24J,764,Yoshikai Elementary School,Marion
2138,Silver Falls SD 4J,784,Bethany Charter School,Marion
2138,Silver Falls SD 4J,119,Butte Creek Elementary School,Marion
2138,Silver Falls SD 4J,807,Central Howell Elementary School,Marion
2138,Silver Falls SD 4J,714,Eugene Field Elementary School,Marion
2138,Silver Falls SD 4J,718,Evergreen Elementary School,Marion
2138,Silver Falls SD 4J,715,Mark Twain Middle School,Marion
2138,Silver Falls SD 4J,780,Pratum Elementary School,Marion
2138,Silver Falls SD 4J,716,Robert Frost Elementary School,Marion
2138,Silver Falls SD 4J,785,Scotts Mills Elementary School,Marion
2138,Silver Falls SD 4J,795,Silver Crest Elementary School,Marion
2138,Silver Falls SD 4J,812,Silverton High School,Marion
2138,Silver Falls SD 4J,4746,The Community Roots School,Marion
2138,Silver Falls SD 4J,777,Victor Point Elementary School,Marion
2144,St Paul SD 45,778,St Paul Elementary School,Marion
